query_run_id,database_sweep_id,dataset_id,dataset_profile_id,runtime_config_id,runtime_intervention_axis,corpus_cell_id,logical_question_id,execution_strategy,instance_id,template_id,execution_status,timed_out,collection_error_count,remote_error_count,intervention_role,intervention_axis,network_profile_id,configured_latency_ms,configured_jitter_ms,configured_loss_percent,fetch_size,work_mem,configured_shard_count,configured_region_count,configured_worker_count_per_region,configured_worker_count_total,observed_region_count_for_task_scope,configured_region_shard_slots,observed_region_shard_slots
20260626T130411Z-clean-run-eu-us-gac-v1__pilot-balanc--9c5c453fc11b--enant_point_rollup__tenant_id-500__lookback_days-30,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,etl_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,etl_materialized,etl_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__gac_etl_tenant_point_rollup__tenant_id-500__lookback_days-30,gac_etl_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,1.0,,
20260626T130427Z-clean-run-eu-us-gac-v1__pilot-balanc--b71e881276a5--t__gac_etl_top_tenants__lookback_days-3__limit_k-25,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,etl_top_tenants_default__dataset-pilot-balanced-v1__runtime-default,top_tenants,etl_materialized,etl_top_tenants_default__dataset-pilot-balanced-v1__runtime-default__gac_etl_top_tenants__lookback_days-3__limit_k-25,gac_etl_top_tenants,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,1.0,,
20260626T130442Z-clean-run-eu-us-gac-v1__pilot-balanc--7455ec648fa4--u_tenant_id-10__us_tenant_id-10010__lookback_days-1,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,multiregion_union,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_tenant_point_rollup__eu_tenant_id-10__us_tenant_id-10010__lookback_days-1,gac_fdw_multiregion_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T130458Z-clean-run-eu-us-gac-v1__pilot-balanc--4ccbf9fb06cb--u_tenant_id-5__us_tenant_id-10005__lookback_days-30,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,multiregion_union,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_tenant_point_rollup__eu_tenant_id-5__us_tenant_id-10005__lookback_days-30,gac_fdw_multiregion_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T130514Z-clean-run-eu-us-gac-v1__pilot-balanc--fc773d733863--fdw_user_segment_join__lookback_days-1__limit_k-100,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_user_segment_default__dataset-pilot-balanced-v1__runtime-default,user_segment_topk,fdw_raw,fdw_user_segment_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_user_segment_join__lookback_days-1__limit_k-100,gac_fdw_user_segment_join,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T130535Z-clean-run-eu-us-gac-v1__pilot-balanc--4721ede1a1aa--__gac_etl_tenant_tier_daily_rollup__lookback_days-1,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,etl_tenant_tier_default__dataset-pilot-balanced-v1__runtime-default,tenant_tier_daily_join,etl_materialized,etl_tenant_tier_default__dataset-pilot-balanced-v1__runtime-default__gac_etl_tenant_tier_daily_rollup__lookback_days-1,gac_etl_tenant_tier_daily_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,1.0,,
20260626T130550Z-clean-run-eu-us-gac-v1__pilot-balanc--d82e9c46f3a5--rollup__lookback_days-14__min_value-500__limit_k-10,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default,daily_tenant_rollup,multiregion_union,mr_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_daily_tenant_rollup__lookback_days-14__min_value-500__limit_k-10,gac_fdw_multiregion_daily_tenant_rollup,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T130610Z-clean-run-eu-us-gac-v1__pilot-balanc--1b063ad9acc8--_tenant_id-100__us_tenant_id-10005__lookback_days-7,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,multiregion_union,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_tenant_point_rollup__eu_tenant_id-100__us_tenant_id-10005__lookback_days-7,gac_fdw_multiregion_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T130625Z-clean-run-eu-us-gac-v1__pilot-balanc--1ef65b0d2957--__limit_k-250__payload_repeat-64__payload_width-512,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_raw_wide_default__dataset-pilot-balanced-v1__runtime-default,event_raw_wide_sample,multiregion_union,mr_raw_wide_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_event_raw_wide_sample__lookback_days-7__min_value-900__limit_k-250__payload_repeat-64__payload_width-512,gac_fdw_multiregion_event_raw_wide_sample,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T130642Z-clean-run-eu-us-gac-v1__pilot-balanc--158df7a31a3c--_tenant_id-10__us_tenant_id-10100__lookback_days-30,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,multiregion_union,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_tenant_point_rollup__eu_tenant_id-10__us_tenant_id-10100__lookback_days-30,gac_fdw_multiregion_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T130657Z-clean-run-eu-us-gac-v1__pilot-balanc--23a2a49d8bde--gion_user_segment_join__lookback_days-7__limit_k-10,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_user_segment_default__dataset-pilot-balanced-v1__runtime-default,user_segment_topk,multiregion_union,mr_user_segment_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_user_segment_join__lookback_days-7__limit_k-10,gac_fdw_multiregion_user_segment_join,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T130724Z-clean-run-eu-us-gac-v1__pilot-balanc--718fff37ba99--_event_filter_summary__lookback_days-1__min_value-0,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_event_filter_default__dataset-pilot-balanced-v1__runtime-default,event_filter_summary,fdw_raw,fdw_event_filter_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_event_filter_summary__lookback_days-1__min_value-0,gac_fdw_event_filter_summary,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T130742Z-clean-run-eu-us-gac-v1__pilot-balanc--55f98e4f1321--_rollup__lookback_days-7__min_value-100__limit_k-25,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default,daily_tenant_rollup,multiregion_union,mr_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_daily_tenant_rollup__lookback_days-7__min_value-100__limit_k-25,gac_fdw_multiregion_daily_tenant_rollup,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T130805Z-clean-run-eu-us-gac-v1__pilot-balanc--de45537fb03b--vent_filter_summary__lookback_days-1__min_value-100,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_event_filter_default__dataset-pilot-balanced-v1__runtime-default,event_filter_summary,multiregion_union,mr_event_filter_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_event_filter_summary__lookback_days-1__min_value-100,gac_fdw_multiregion_event_filter_summary,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T130827Z-clean-run-eu-us-gac-v1__pilot-balanc--c41cb5bf884a--ion_user_segment_join__lookback_days-14__limit_k-50,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_user_segment_default__dataset-pilot-balanced-v1__runtime-default,user_segment_topk,multiregion_union,mr_user_segment_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_user_segment_join__lookback_days-14__limit_k-50,gac_fdw_multiregion_user_segment_join,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T130855Z-clean-run-eu-us-gac-v1__pilot-balanc--c48a9cf08378--tenant_point_rollup__tenant_id-500__lookback_days-1,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,fdw_raw,fdw_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_tenant_point_rollup__tenant_id-500__lookback_days-1,gac_fdw_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T130911Z-clean-run-eu-us-gac-v1__pilot-balanc--55e68c7ab971--tenant_id-1000__us_tenant_id-10001__lookback_days-1,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,multiregion_union,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_tenant_point_rollup__eu_tenant_id-1000__us_tenant_id-10001__lookback_days-1,gac_fdw_multiregion_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T130926Z-clean-run-eu-us-gac-v1__pilot-balanc--74d36ebae27b--__limit_k-100__payload_repeat-16__payload_width-512,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_raw_wide_default__dataset-pilot-balanced-v1__runtime-default,event_raw_wide_sample,multiregion_union,mr_raw_wide_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_event_raw_wide_sample__lookback_days-1__min_value-900__limit_k-100__payload_repeat-16__payload_width-512,gac_fdw_multiregion_event_raw_wide_sample,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T130942Z-clean-run-eu-us-gac-v1__pilot-balanc--b9f023966e35--ulti_dimension_rollup__lookback_days-3__limit_k-100,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,etl_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default,multi_dimension_rollup,etl_materialized,etl_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default__gac_etl_multi_dimension_rollup__lookback_days-3__limit_k-100,gac_etl_multi_dimension_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,1.0,,
20260626T130957Z-clean-run-eu-us-gac-v1__pilot-balanc--77a67e0e63c5--rollup__lookback_days-30__min_value-900__limit_k-25,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default,daily_tenant_rollup,multiregion_union,mr_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_daily_tenant_rollup__lookback_days-30__min_value-900__limit_k-25,gac_fdw_multiregion_daily_tenant_rollup,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T131014Z-clean-run-eu-us-gac-v1__pilot-balanc--d11f2e531aed--ion_user_segment_join__lookback_days-14__limit_k-25,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_user_segment_default__dataset-pilot-balanced-v1__runtime-default,user_segment_topk,multiregion_union,mr_user_segment_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_user_segment_join__lookback_days-14__limit_k-25,gac_fdw_multiregion_user_segment_join,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T131042Z-clean-run-eu-us-gac-v1__pilot-balanc--c6e9577320be--ac_fdw_user_value_topk__lookback_days-3__limit_k-10,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_user_value_default__dataset-pilot-balanced-v1__runtime-default,user_value_topk,fdw_raw,fdw_user_value_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_user_value_topk__lookback_days-3__limit_k-10,gac_fdw_user_value_topk,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T131100Z-clean-run-eu-us-gac-v1__pilot-balanc--4817b8726bc1--gion_tenant_tier_join__lookback_days-1__limit_k-100,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_tenant_tier_default__dataset-pilot-balanced-v1__runtime-default,tenant_tier_daily_join,multiregion_union,mr_tenant_tier_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_tenant_tier_join__lookback_days-1__limit_k-100,gac_fdw_multiregion_tenant_tier_join,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T131122Z-clean-run-eu-us-gac-v1__pilot-balanc--7ffde5e85609--enant_point_rollup__tenant_id-100__lookback_days-30,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,fdw_raw,fdw_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_tenant_point_rollup__tenant_id-100__lookback_days-30,gac_fdw_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T131138Z-clean-run-eu-us-gac-v1__pilot-balanc--e83eb0d4b01d--event_filter_summary__lookback_days-14__min_value-0,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_event_filter_default__dataset-pilot-balanced-v1__runtime-default,event_filter_summary,multiregion_union,mr_event_filter_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_event_filter_summary__lookback_days-14__min_value-0,gac_fdw_multiregion_event_filter_summary,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T131200Z-clean-run-eu-us-gac-v1__pilot-balanc--f90c228f5947--_event_filter_summary__lookback_days-3__min_value-0,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_event_filter_default__dataset-pilot-balanced-v1__runtime-default,event_filter_summary,multiregion_union,mr_event_filter_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_event_filter_summary__lookback_days-3__min_value-0,gac_fdw_multiregion_event_filter_summary,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T131223Z-clean-run-eu-us-gac-v1__pilot-balanc--da2ed661107a--__limit_k-100__payload_repeat-16__payload_width-512,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_raw_wide_default__dataset-pilot-balanced-v1__runtime-default,event_raw_wide_sample,multiregion_union,mr_raw_wide_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_event_raw_wide_sample__lookback_days-1__min_value-500__limit_k-100__payload_repeat-16__payload_width-512,gac_fdw_multiregion_event_raw_wide_sample,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T131243Z-clean-run-eu-us-gac-v1__pilot-balanc--c940e7635951--c_fdw_global_user_join__lookback_days-7__limit_k-50,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_global_user_default__dataset-pilot-balanced-v1__runtime-default,global_user_topk,fdw_raw,fdw_global_user_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_global_user_join__lookback_days-7__limit_k-50,gac_fdw_global_user_join,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T131302Z-clean-run-eu-us-gac-v1__pilot-balanc--65e26fa77578--__gac_etl_top_tenants__lookback_days-1__limit_k-100,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,etl_top_tenants_default__dataset-pilot-balanced-v1__runtime-default,top_tenants,etl_materialized,etl_top_tenants_default__dataset-pilot-balanced-v1__runtime-default__gac_etl_top_tenants__lookback_days-1__limit_k-100,gac_etl_top_tenants,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,1.0,,
20260626T131318Z-clean-run-eu-us-gac-v1__pilot-balanc--9d7beb6724d1--egion_user_value_topk__lookback_days-14__limit_k-25,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_user_value_default__dataset-pilot-balanced-v1__runtime-default,user_value_topk,multiregion_union,mr_user_value_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_user_value_topk__lookback_days-14__limit_k-25,gac_fdw_multiregion_user_value_topk,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T131341Z-clean-run-eu-us-gac-v1__pilot-balanc--679432c36e79--u_tenant_id-5__us_tenant_id-10010__lookback_days-30,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,multiregion_union,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_tenant_point_rollup__eu_tenant_id-5__us_tenant_id-10010__lookback_days-30,gac_fdw_multiregion_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T131357Z-clean-run-eu-us-gac-v1__pilot-balanc--91966bfec999--gion_tenant_tier_join__lookback_days-30__limit_k-10,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_tenant_tier_default__dataset-pilot-balanced-v1__runtime-default,tenant_tier_daily_join,multiregion_union,mr_tenant_tier_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_tenant_tier_join__lookback_days-30__limit_k-10,gac_fdw_multiregion_tenant_tier_join,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T131422Z-clean-run-eu-us-gac-v1__pilot-balanc--c3b25af8ea54--c_etl_global_user_topk__lookback_days-3__limit_k-25,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,etl_global_user_default__dataset-pilot-balanced-v1__runtime-default,global_user_topk,etl_materialized,etl_global_user_default__dataset-pilot-balanced-v1__runtime-default__gac_etl_global_user_topk__lookback_days-3__limit_k-25,gac_etl_global_user_topk,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,1.0,,
